8.888000249862670898e-01,8.040000200271606445e-01,7.900000214576721191e-01,7.928000092506408691e-01,7.997999787330627441e-01,7.993999719619750977e-01,7.901999950408935547e-01,7.865999937057495117e-01,8.054000139236450195e-01,9.728000164031982422e-01,7.943999767303466797e-01,9.757999777793884277e-01
7.987999916076660156e-01,1.860000006854534149e-02,2.180000022053718567e-02,2.319999970495700836e-02,2.239999920129776001e-02,2.080000005662441254e-02,2.360000088810920715e-02,2.260000072419643402e-02,2.239999920129776001e-02,3.199999919161200523e-03,1.979999989271163940e-02,2.799999900162220001e-03
9.786000251770019531e-01,2.600000007078051567e-03,2.199999988079071045e-03,2.799999900162220001e-03,2.600000007078051567e-03,2.799999900162220001e-03,2.600000007078051567e-03,2.400000113993883133e-03,1.200000056996941566e-03,1.999999949475750327e-04,2.000000094994902611e-03,0.000000000000000000e+00
9.707999825477600098e-01,3.000000026077032089e-03,3.199999919161200523e-03,1.799999969080090523e-03,2.600000007078051567e-03,2.799999900162220001e-03,4.800000227987766266e-03,4.199999850243330002e-03,3.800000064074993134e-03,0.000000000000000000e+00,2.799999900162220001e-03,1.999999949475750327e-04
7.950000166893005371e-01,2.300000004470348358e-02,2.219999954104423523e-02,2.319999970495700836e-02,2.239999920129776001e-02,2.060000039637088776e-02,1.999999955296516418e-02,2.300000004470348358e-02,2.140000090003013611e-02,2.799999900162220001e-03,2.380000054836273193e-02,2.600000007078051567e-03
7.900000214576721191e-01,2.339999936521053314e-02,2.360000088810920715e-02,2.060000039637088776e-02,2.119999937713146210e-02,2.380000054836273193e-02,2.300000004470348358e-02,2.380000054836273193e-02,2.099999971687793732e-02,3.800000064074993134e-03,2.300000004470348358e-02,2.799999900162220001e-03
8.083999752998352051e-01,1.820000074803829193e-02,2.019999921321868896e-02,2.439999952912330627e-02,2.280000038444995880e-02,1.720000058412551880e-02,1.860000006854534149e-02,2.040000073611736298e-02,2.099999971687793732e-02,4.399999976158142090e-03,2.199999988079071045e-02,2.400000113993883133e-03
8.040000200271606445e-01,2.019999921321868896e-02,1.940000057220458984e-02,2.339999936521053314e-02,2.280000038444995880e-02,1.840000040829181671e-02,2.319999970495700836e-02,2.400000020861625671e-02,1.799999922513961792e-02,1.599999959580600262e-03,2.419999986886978149e-02,7.999999797903001308e-04
7.978000044822692871e-01,2.360000088810920715e-02,2.260000072419643402e-02,2.180000022053718567e-02,1.860000006854534149e-02,2.040000073611736298e-02,2.160000056028366089e-02,2.300000004470348358e-02,2.219999954104423523e-02,3.599999938160181046e-03,2.099999971687793732e-02,3.800000064074993134e-03
7.897999882698059082e-01,2.160000056028366089e-02,2.319999970495700836e-02,2.459999918937683105e-02,2.260000072419643402e-02,2.300000004470348358e-02,2.700000070035457611e-02,2.160000056028366089e-02,1.920000091195106506e-02,2.199999988079071045e-03,2.219999954104423523e-02,3.000000026077032089e-03
7.842000126838684082e-01,2.180000022053718567e-02,2.559999935328960419e-02,2.060000039637088776e-02,2.060000039637088776e-02,2.600000053644180298e-02,2.539999969303607941e-02,2.480000071227550507e-02,2.180000022053718567e-02,2.000000094994902611e-03,2.459999918937683105e-02,2.600000007078051567e-03
7.937999963760375977e-01,1.999999955296516418e-02,2.600000053644180298e-02,2.080000005662441254e-02,2.160000056028366089e-02,2.480000071227550507e-02,1.999999955296516418e-02,2.360000088810920715e-02,2.260000072419643402e-02,3.400000045076012611e-03,2.019999921321868896e-02,3.199999919161200523e-03
